Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Product group,Support Level,Country,Type
Resolved,3161,Low,Chat,Product setup,1st line support,Connor Danielovitch,22-09-2023 00:55,23-09-2023 00:55,22-09-2023 00:57,55:40.8,Within SLA,14:26.4,Within SLA,,Training and Consulting Services,Tier 1,Spain,Request
Closed,3162,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,23-09-2023 16:45,25-09-2023 16:45,23-09-2023 17:45,55:13.4,Within SLA,04:32.9,SLA Violated,13:29.9,Ready to use Software,Tier 1,Spain,Request
Closed,3163,Low,Email,Feature request,2nd line support,Michele Whyatt,23-09-2023 00:34,25-09-2023 00:34,23-09-2023 01:34,32:32.8,Within SLA,12:16.9,Within SLA,29:32.1,Other,Tier 2,Greece,Change
Closed,3164,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,23-09-2023 01:32,25-09-2023 01:32,23-09-2023 02:32,00:10.0,Within SLA,19:51.7,Within SLA,10:02.0,Ready to use Software,Tier 2,United Kingdom,Request
In progress,3178,Low,Email,Product setup,1st line support,Bernard Beckley,24-09-2023 19:44,26-09-2023 19:44,24-09-2023 20:44,33:08.5,Within SLA,,SLA Violated,,Other,Tier 1,Germany,Request
Closed,3179,Medium,Chat,Pricing and licensing,2nd line support,Michele Whyatt,24-09-2023 03:25,25-09-2023 03:25,24-09-2023 03:27,27:06.3,Within SLA,19:16.2,Within SLA,53:20.2,Custom software development,Tier 2,United Kingdom,Request
In progress,3180,Low,Chat,Pricing and Licensing,1st line support,Connor Danielovitch,24-09-2023 21:16,25-09-2023 21:16,24-09-2023 21:18,18:30.2,Within SLA,,SLA Violated,,Custom software development,Tier 1,Germany,Request
Closed,3181,Low,Chat,Product setup,2nd line support,Adolpho Messingham,25-09-2023 10:35,26-09-2023 10:35,25-09-2023 10:37,36:35.5,Within SLA,54:57.7,Within SLA,56:20.2,Training and Consulting Services,Tier 2,Italy,Request
Closed,3182,High,Email,Feature request,1st line support,Nicola Wane,25-09-2023 15:13,27-09-2023 15:13,25-09-2023 16:13,40:02.8,Within SLA,59:33.6,Within SLA,13:15.3,Custom software development,Tier 1,Austria,Change
In progress,3183,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,25-09-2023 01:25,27-09-2023 01:25,25-09-2023 02:25,27:56.2,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 1,Italy,Request
Resolved,3184,Medium,Chat,Purchasing and invoicing,2nd line support,Heather Urry,25-09-2023 03:28,26-09-2023 03:28,25-09-2023 03:30,30:36.0,Within SLA,49:06.7,Within SLA,,Other,Tier 2,United Kingdom,Request
Resolved,3185,Low,Phone,Purchasing and invoicing,1st line support,Kristos Westoll,25-09-2023 03:57,27-09-2023 03:57,25-09-2023 03:59,03:16.2,SLA Violated,05:46.8,SLA Violated,,Custom software development,Tier 1,Slovenia,Request
Resolved,3186,Low,Phone,Product setup,1st line support,Nicola Wane,25-09-2023 05:24,27-09-2023 05:24,25-09-2023 05:26,25:35.3,Within SLA,23:42.7,Within SLA,,Ready to use Software,Tier 1,Spain,Request
Closed,3187,Medium,Chat,Bug report,1st line support,Kristos Westoll,25-09-2023 15:07,26-09-2023 15:07,25-09-2023 15:09,09:36.8,Within SLA,31:53.6,Within SLA,23:49.8,Custom software development,Tier 1,Poland,Incident
Closed,3188,Low,Phone,Feature request,1st line support,Sheela Cutten,25-09-2023 09:47,27-09-2023 09:47,25-09-2023 09:49,47:36.2,Within SLA,31:02.8,Within SLA,53:56.7,Custom software development,Tier 1,Bulgaria,Change
Resolved,3189,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,25-09-2023 15:40,26-09-2023 15:40,25-09-2023 15:42,41:08.4,Within SLA,33:03.4,Within SLA,,Custom software development,Tier 1,Poland,Request
Closed,3190,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,26-09-2023 22:51,28-09-2023 22:51,26-09-2023 23:51,07:18.1,Within SLA,56:17.3,Within SLA,43:20.9,Custom software development,Tier 1,Republic of Ireland,Request
Closed,3191,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,26-09-2023 15:34,28-09-2023 15:34,26-09-2023 16:34,24:49.8,Within SLA,36:10.5,SLA Violated,04:21.3,Other,Tier 1,Bulgaria,Request
Closed,3192,Medium,Email,Product setup,1st line support,Bernard Beckley,26-09-2023 17:16,28-09-2023 17:16,26-09-2023 18:16,53:48.9,Within SLA,30:47.0,Within SLA,48:56.4,Ready to use Software,Tier 1,Bulgaria,Request
Closed,3193,Low,Phone,Feature request,2nd line support,Michele Whyatt,26-09-2023 11:00,28-09-2023 11:00,26-09-2023 11:02,00:21.4,Within SLA,55:06.8,Within SLA,52:50.7,Other,Tier 2,Bulgaria,Change
In progress,3194,Low,Email,Product setup,1st line support,Connor Danielovitch,26-09-2023 12:56,28-09-2023 12:56,26-09-2023 13:56,15:00.4,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Czech Republic,Request
Resolved,3196,Medium,Email,Other,2nd line support,Michele Whyatt,27-09-2023 01:56,29-09-2023 01:56,27-09-2023 02:56,42:28.2,Within SLA,08:42.3,Within SLA,,Custom software development,Tier 2,Spain,Request
In progress,3197,Low,Email,Feature request,1st line support,Nicola Wane,27-09-2023 22:45,29-09-2023 22:45,27-09-2023 23:45,26:03.7,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,United Kingdom,Change
Closed,3198,Low,Chat,Bug report,1st line support,Bernard Beckley,27-09-2023 05:29,28-09-2023 05:29,27-09-2023 05:31,33:14.1,SLA Violated,01:11.6,SLA Violated,08:12.9,Ready to use Software,Tier 1,United Kingdom,Incident
Closed,3200,High,Chat,Pricing and licensing,2nd line support,Michele Whyatt,27-09-2023 06:14,28-09-2023 06:14,27-09-2023 06:16,19:46.1,SLA Violated,31:15.2,Within SLA,32:58.3,Ready to use Software,Tier 2,Greece,Request
Closed,3201,Medium,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,27-09-2023 05:52,28-09-2023 05:52,27-09-2023 05:54,54:09.0,Within SLA,32:54.4,SLA Violated,42:21.4,Training and Consulting Services,Tier 2,Poland,Request
Resolved,3202,High,Chat,Product setup,1st line support,Bernard Beckley,27-09-2023 09:00,28-09-2023 09:00,27-09-2023 09:02,01:38.2,Within SLA,56:50.4,Within SLA,,Ready to use Software,Tier 1,Bulgaria,Request
In progress,3203,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,27-09-2023 10:58,28-09-2023 10:58,27-09-2023 11:00,00:23.7,Within SLA,,SLA Violated,,Custom software development,Tier 1,France,Request
Closed,3204,Low,Email,Bug report,2nd line support,Heather Urry,27-09-2023 00:18,29-09-2023 00:18,27-09-2023 01:18,49:10.0,Within SLA,08:57.8,Within SLA,14:05.0,Training and Consulting Services,Tier 2,Poland,Incident
Closed,3205,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,27-09-2023 14:36,29-09-2023 14:36,27-09-2023 15:36,13:43.4,Within SLA,48:29.8,Within SLA,01:21.1,Training and Consulting Services,Tier 1,France,Request
In progress,3206,Medium,Chat,Product setup,1st line support,Kristos Westoll,28-09-2023 11:38,29-09-2023 11:38,28-09-2023 11:40,40:12.2,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Slovenia,Request
Closed,3207,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,28-09-2023 02:28,29-09-2023 02:28,28-09-2023 02:30,33:31.5,SLA Violated,03:24.8,Within SLA,04:20.4,Custom software development,Tier 1,Poland,Request
Resolved,3208,Medium,Email,Other,1st line support,Kristos Westoll,28-09-2023 08:07,30-09-2023 08:07,28-09-2023 09:07,43:25.0,Within SLA,54:36.9,Within SLA,,Other,Tier 1,Bulgaria,Request
Closed,3209,High,Email,Product setup,1st line support,Bernard Beckley,28-09-2023 14:43,30-09-2023 14:43,28-09-2023 15:43,12:18.8,Within SLA,26:33.2,SLA Violated,27:28.5,Other,Tier 1,Italy,Request
Closed,3210,Low,Email,Pricing and Licensing,1st line support,Bernard Beckley,28-09-2023 18:54,30-09-2023 18:54,28-09-2023 19:54,56:27.8,Within SLA,54:07.0,SLA Violated,41:47.9,Custom software development,Tier 1,Poland,Request
Closed,3211,Medium,Chat,Training request,1st line support,Sheela Cutten,28-09-2023 07:43,29-09-2023 07:43,28-09-2023 07:45,43:57.9,Within SLA,39:35.0,Within SLA,21:10.9,Training and Consulting Services,Tier 1,Italy,Request
In progress,3212,Medium,Chat,Pricing and Licensing,1st line support,Nicola Wane,28-09-2023 18:52,29-09-2023 18:52,28-09-2023 18:54,52:16.6,Within SLA,,SLA Violated,,Custom software development,Tier 1,Greece,Request
Closed,3214,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,29-09-2023 01:39,01-10-2023 01:39,29-09-2023 02:39,14:56.6,Within SLA,55:59.3,Within SLA,03:43.7,Other,Tier 1,France,Request
Closed,3215,Low,Email,Product setup,1st line support,Connor Danielovitch,29-09-2023 23:41,01-10-2023 23:41,30-09-2023 00:41,14:07.8,Within SLA,24:51.6,Within SLA,20:52.5,Ready to use Software,Tier 1,United Kingdom,Request
Resolved,3216,High,Email,Product setup,1st line support,Kristos Westoll,29-09-2023 09:45,01-10-2023 09:45,29-09-2023 10:45,37:03.2,Within SLA,43:47.3,Within SLA,,Training and Consulting Services,Tier 1,Bulgaria,Request
Closed,3218,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,30-09-2023 01:21,02-10-2023 01:21,30-09-2023 02:21,59:58.1,Within SLA,54:07.6,SLA Violated,18:45.8,Ready to use Software,Tier 1,Greece,Request
Resolved,3219,Low,Phone,Pricing and licensing,1st line support,Kristos Westoll,30-09-2023 02:53,02-10-2023 02:53,30-09-2023 02:55,59:13.8,SLA Violated,12:59.2,SLA Violated,,Other,Tier 1,Italy,Request
Closed,3220,Low,Email,Feature request,2nd line support,Heather Urry,30-09-2023 16:21,02-10-2023 16:21,30-09-2023 17:21,09:31.9,Within SLA,48:13.4,Within SLA,04:32.7,Ready to use Software,Tier 2,France,Change
Resolved,3228,Low,Phone,Pricing and licensing,1st line support,Bernard Beckley,01-10-2023 12:32,03-10-2023 12:32,01-10-2023 12:34,34:07.1,Within SLA,04:41.8,Within SLA,,Ready to use Software,Tier 1,Italy,Request
Resolved,3229,Low,Phone,Product setup,1st line support,Connor Danielovitch,02-10-2023 02:28,04-10-2023 02:28,02-10-2023 02:30,29:17.2,Within SLA,24:06.4,SLA Violated,,Custom software development,Tier 1,United Kingdom,Request
Resolved,3230,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,02-10-2023 18:04,04-10-2023 18:04,02-10-2023 19:04,28:48.5,SLA Violated,39:20.7,Within SLA,,Training and Consulting Services,Tier 1,Republic of Ireland,Request
Resolved,3231,High,Chat,Feature request,1st line support,Nicola Wane,02-10-2023 08:19,03-10-2023 08:19,02-10-2023 08:21,19:59.3,Within SLA,05:09.5,Within SLA,,Ready to use Software,Tier 1,Italy,Change
Resolved,3232,Low,Chat,Product setup,2nd line support,Heather Urry,02-10-2023 20:30,03-10-2023 20:30,02-10-2023 20:32,32:39.0,Within SLA,55:23.3,Within SLA,,Training and Consulting Services,Tier 2,Spain,Request
Closed,3233,Medium,Phone,Other,1st line support,Kristos Westoll,02-10-2023 06:05,04-10-2023 06:05,02-10-2023 06:07,06:45.3,Within SLA,30:26.1,Within SLA,26:01.5,Ready to use Software,Tier 1,Poland,Request
Resolved,3234,Low,Email,Product setup,1st line support,Sheela Cutten,02-10-2023 23:15,04-10-2023 23:15,03-10-2023 00:15,55:47.1,Within SLA,21:34.7,SLA Violated,,Ready to use Software,Tier 1,United Kingdom,Request
Closed,3235,Medium,Phone,Other,1st line support,Sheela Cutten,02-10-2023 03:14,04-10-2023 03:14,02-10-2023 03:16,19:14.9,SLA Violated,36:35.4,Within SLA,04:21.5,Custom software development,Tier 1,Austria,Request
Resolved,3236,Medium,Email,Bug report,2nd line support,Heather Urry,03-10-2023 01:21,05-10-2023 01:21,03-10-2023 02:21,49:32.9,Within SLA,40:49.9,Within SLA,,Ready to use Software,Tier 2,Greece,Incident
Closed,3237,Medium,Chat,Training request,1st line support,Sheela Cutten,03-10-2023 08:47,04-10-2023 08:47,03-10-2023 08:49,50:32.8,SLA Violated,40:20.2,Within SLA,00:58.2,Training and Consulting Services,Tier 1,Poland,Request
Resolved,3238,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,03-10-2023 02:51,04-10-2023 02:51,03-10-2023 02:53,53:08.4,Within SLA,17:37.9,Within SLA,,Custom software development,Tier 1,Italy,Request
Closed,3239,High,Email,Product setup,2nd line support,Heather Urry,03-10-2023 02:21,05-10-2023 02:21,03-10-2023 03:21,38:44.2,Within SLA,30:32.5,Within SLA,48:12.1,Custom software development,Tier 2,Spain,Request
Resolved,3240,Low,Chat,Feature request,2nd line support,Michele Whyatt,03-10-2023 22:55,04-10-2023 22:55,03-10-2023 22:57,56:58.3,Within SLA,01:05.1,SLA Violated,,Other,Tier 2,United Kingdom,Change
In progress,3241,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,03-10-2023 16:05,05-10-2023 16:05,03-10-2023 17:05,53:53.4,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Slovenia,Request
Closed,3242,High,Chat,Purchasing and invoicing,2nd line support,Heather Urry,03-10-2023 12:16,04-10-2023 12:16,03-10-2023 12:18,18:21.9,Within SLA,25:14.7,SLA Violated,41:20.2,Ready to use Software,Tier 2,Poland,Request
In progress,3243,Medium,Email,Product setup,2nd line support,Adolpho Messingham,04-10-2023 01:11,06-10-2023 01:11,04-10-2023 02:11,17:30.2,Within SLA,,SLA Violated,,Other,Tier 2,United Kingdom,Request
Closed,3244,Low,Email,Product setup,1st line support,Kristos Westoll,04-10-2023 21:18,06-10-2023 21:18,04-10-2023 22:18,10:39.9,Within SLA,01:25.4,Within SLA,18:13.2,Custom software development,Tier 1,Germany,Request
Closed,3245,High,Email,Other,1st line support,Connor Danielovitch,04-10-2023 03:45,06-10-2023 03:45,04-10-2023 04:45,19:29.8,Within SLA,18:38.2,Within SLA,26:39.4,Ready to use Software,Tier 1,Greece,Request
Closed,3246,Low,Email,Product setup,1st line support,Bernard Beckley,04-10-2023 13:30,06-10-2023 13:30,04-10-2023 14:30,12:43.1,Within SLA,11:59.8,SLA Violated,30:16.5,Ready to use Software,Tier 1,Czech Republic,Request
Resolved,3247,Low,Chat,Product setup,2nd line support,Adolpho Messingham,04-10-2023 00:32,05-10-2023 00:32,04-10-2023 00:34,33:57.3,Within SLA,25:15.3,Within SLA,,Custom software development,Tier 2,United Kingdom,Request
Resolved,3248,Medium,Email,Product setup,1st line support,Nicola Wane,04-10-2023 07:03,06-10-2023 07:03,04-10-2023 08:03,28:29.1,Within SLA,51:43.4,Within SLA,,Training and Consulting Services,Tier 1,Bulgaria,Request
Resolved,3249,Medium,Email,Product setup,1st line support,Kristos Westoll,04-10-2023 09:31,06-10-2023 09:31,04-10-2023 10:31,48:33.0,Within SLA,59:17.7,Within SLA,,Ready to use Software,Tier 1,Spain,Request
In progress,3250,Low,Email,Product setup,1st line support,Nicola Wane,05-10-2023 05:10,07-10-2023 05:10,05-10-2023 06:10,41:14.1,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 1,United Kingdom,Request
Resolved,3251,High,Phone,Other,1st line support,Bernard Beckley,05-10-2023 16:45,07-10-2023 16:45,05-10-2023 16:47,47:09.3,Within SLA,56:17.8,Within SLA,,Other,Tier 1,Poland,Request
Closed,3252,High,Email,Product setup,1st line support,Connor Danielovitch,05-10-2023 04:06,07-10-2023 04:06,05-10-2023 05:06,19:47.8,Within SLA,03:56.9,SLA Violated,10:44.4,Ready to use Software,Tier 1,Poland,Request
Closed,3253,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,05-10-2023 12:30,07-10-2023 12:30,05-10-2023 13:30,59:34.2,Within SLA,48:44.0,Within SLA,50:28.0,Ready to use Software,Tier 1,Slovenia,Request
Resolved,3254,High,Email,Feature request,1st line support,Sheela Cutten,05-10-2023 21:48,07-10-2023 21:48,05-10-2023 22:48,32:03.6,Within SLA,49:16.7,Within SLA,,Ready to use Software,Tier 1,France,Change
In progress,3255,Low,Email,Pricing and licensing,2nd line support,Adolpho Messingham,05-10-2023 06:04,07-10-2023 06:04,05-10-2023 07:04,16:41.0,Within SLA,,SLA Violated,,Ready to use Software,Tier 2,Italy,Request
Closed,3256,Low,Chat,Training request,1st line support,Kristos Westoll,05-10-2023 06:44,06-10-2023 06:44,05-10-2023 06:46,45:27.3,Within SLA,23:04.3,SLA Violated,19:23.3,Training and Consulting Services,Tier 1,Austria,Request
Resolved,3257,Medium,Email,Feature request,2nd line support,Michele Whyatt,06-10-2023 03:18,08-10-2023 03:18,06-10-2023 04:18,38:39.3,Within SLA,11:06.7,Within SLA,,Other,Tier 2,United Kingdom,Change
Closed,3258,Low,Phone,Pricing and licensing,2nd line support,Michele Whyatt,06-10-2023 08:01,08-10-2023 08:01,06-10-2023 08:03,03:15.1,Within SLA,10:29.5,Within SLA,30:18.0,Ready to use Software,Tier 2,Italy,Request
Closed,3259,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,06-10-2023 21:17,08-10-2023 21:17,06-10-2023 22:17,24:07.2,Within SLA,30:53.8,Within SLA,02:33.6,Custom software development,Tier 1,Spain,Request
In progress,3260,Medium,Chat,Training request,1st line support,Sheela Cutten,06-10-2023 14:38,07-10-2023 14:38,06-10-2023 14:40,39:33.1,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 1,United Kingdom,Request
Closed,3261,Low,Chat,Feature request,1st line support,Nicola Wane,06-10-2023 07:23,07-10-2023 07:23,06-10-2023 07:25,24:38.6,Within SLA,18:49.5,Within SLA,48:03.6,Custom software development,Tier 1,Italy,Change
Resolved,3262,Low,Phone,Product setup,1st line support,Bernard Beckley,06-10-2023 05:55,08-10-2023 05:55,06-10-2023 05:57,56:29.2,Within SLA,51:07.3,Within SLA,,Ready to use Software,Tier 1,Czech Republic,Request
Closed,3263,Medium,Email,Product setup,1st line support,Sheela Cutten,06-10-2023 03:10,08-10-2023 03:10,06-10-2023 04:10,24:29.5,Within SLA,56:55.9,SLA Violated,56:56.2,Custom software development,Tier 1,Italy,Request
Closed,3264,Medium,Chat,Feature request,1st line support,Connor Danielovitch,06-10-2023 00:29,07-10-2023 00:29,06-10-2023 00:31,33:25.5,SLA Violated,34:09.9,SLA Violated,44:39.3,Ready to use Software,Tier 1,Spain,Change
Closed,3265,Low,Email,Product setup,2nd line support,Adolpho Messingham,06-10-2023 23:57,08-10-2023 23:57,07-10-2023 00:57,55:57.3,Within SLA,05:11.6,Within SLA,09:37.4,Training and Consulting Services,Tier 2,Germany,Request
Resolved,3266,Medium,Email,Bug report,2nd line support,Heather Urry,06-10-2023 18:47,08-10-2023 18:47,06-10-2023 19:47,07:41.3,SLA Violated,24:33.7,Within SLA,,Other,Tier 2,Republic of Ireland,Incident
Resolved,3267,Low,Chat,Product setup,1st line support,Bernard Beckley,07-10-2023 17:08,08-10-2023 17:08,07-10-2023 17:10,09:32.8,Within SLA,27:11.5,Within SLA,,Custom software development,Tier 1,Poland,Request
Closed,3269,Low,Chat,Product setup,2nd line support,Michele Whyatt,07-10-2023 06:00,08-10-2023 06:00,07-10-2023 06:02,02:53.3,Within SLA,02:55.1,Within SLA,28:44.5,Ready to use Software,Tier 2,Greece,Request
In progress,3271,Low,Email,Purchasing and invoicing,1st line support,Sheela Cutten,07-10-2023 03:30,09-10-2023 03:30,07-10-2023 04:30,00:32.8,Within SLA,,SLA Violated,,Custom software development,Tier 1,Italy,Request
Closed,3272,Medium,Chat,Other,1st line support,Kristos Westoll,07-10-2023 16:37,08-10-2023 16:37,07-10-2023 16:39,37:33.5,Within SLA,48:55.6,SLA Violated,44:57.5,Custom software development,Tier 1,Austria,Request
Closed,3279,Low,Chat,Bug report,2nd line support,Michele Whyatt,08-10-2023 09:20,09-10-2023 09:20,08-10-2023 09:22,20:39.1,Within SLA,05:13.1,Within SLA,40:28.4,Training and Consulting Services,Tier 2,Spain,Incident
Closed,3281,Low,Chat,Product setup,2nd line support,Adolpho Messingham,09-10-2023 07:02,10-10-2023 07:02,09-10-2023 07:04,03:12.3,Within SLA,13:42.8,SLA Violated,42:07.9,Ready to use Software,Tier 2,Greece,Request
Closed,3282,Medium,Email,Bug report,1st line support,Nicola Wane,09-10-2023 15:02,11-10-2023 15:02,09-10-2023 16:02,38:42.1,Within SLA,25:26.9,Within SLA,15:42.2,Ready to use Software,Tier 1,Czech Republic,Incident
Resolved,3283,High,Email,Product setup,1st line support,Bernard Beckley,09-10-2023 07:10,11-10-2023 07:10,09-10-2023 08:10,41:54.3,Within SLA,24:23.7,Within SLA,,Other,Tier 1,Italy,Request
Closed,3284,High,Chat,Bug report,1st line support,Connor Danielovitch,09-10-2023 04:28,10-10-2023 04:28,09-10-2023 04:30,30:16.1,Within SLA,56:43.0,SLA Violated,51:40.5,Training and Consulting Services,Tier 1,Italy,Incident
Closed,3285,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,09-10-2023 18:03,11-10-2023 18:03,09-10-2023 19:03,29:02.6,Within SLA,01:07.2,Within SLA,45:18.8,Other,Tier 1,Italy,Request
Closed,3286,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,09-10-2023 07:04,10-10-2023 07:04,09-10-2023 07:06,06:05.5,Within SLA,53:30.1,Within SLA,56:12.1,Ready to use Software,Tier 1,United Kingdom,Request
Closed,3287,Medium,Email,Feature request,1st line support,Kristos Westoll,09-10-2023 06:15,11-10-2023 06:15,09-10-2023 07:15,22:13.2,Within SLA,20:32.9,SLA Violated,20:41.0,Ready to use Software,Tier 1,Spain,Change
Resolved,3288,Medium,Email,Pricing and licensing,1st line support,Connor Danielovitch,09-10-2023 15:56,11-10-2023 15:56,09-10-2023 16:56,10:56.6,Within SLA,58:54.3,Within SLA,,Custom software development,Tier 1,United Kingdom,Request
Closed,3290,Medium,Phone,Bug report,1st line support,Nicola Wane,10-10-2023 01:54,12-10-2023 01:54,10-10-2023 01:56,56:52.0,Within SLA,47:09.4,Within SLA,07:26.5,Ready to use Software,Tier 1,Czech Republic,Incident
Resolved,3291,Medium,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,10-10-2023 07:14,12-10-2023 07:14,10-10-2023 08:14,07:36.3,Within SLA,20:48.2,Within SLA,,Ready to use Software,Tier 1,Bulgaria,Request
Closed,3292,Low,Email,Feature request,1st line support,Sheela Cutten,10-10-2023 16:12,12-10-2023 16:12,10-10-2023 17:12,40:38.1,Within SLA,09:34.9,SLA Violated,05:11.1,Other,Tier 1,United Kingdom,Change
Resolved,3293,Medium,Chat,Product setup,1st line support,Nicola Wane,10-10-2023 07:50,11-10-2023 07:50,10-10-2023 07:52,55:58.0,SLA Violated,09:32.8,SLA Violated,,Ready to use Software,Tier 1,Czech Republic,Request
Resolved,3294,Medium,Chat,Feature request,1st line support,Bernard Beckley,10-10-2023 15:50,11-10-2023 15:50,10-10-2023 15:52,52:41.7,Within SLA,38:24.5,Within SLA,,Ready to use Software,Tier 1,Poland,Change
Resolved,3295,Medium,Chat,Feature request,2nd line support,Michele Whyatt,11-10-2023 13:40,12-10-2023 13:40,11-10-2023 13:42,41:52.5,Within SLA,55:49.7,Within SLA,,Custom software development,Tier 2,Italy,Change
Resolved,3296,Low,Chat,Product setup,1st line support,Connor Danielovitch,11-10-2023 17:19,12-10-2023 17:19,11-10-2023 17:21,19:16.1,Within SLA,35:28.0,Within SLA,,Other,Tier 1,Spain,Request
Resolved,3297,Low,Email,Product setup,2nd line support,Michele Whyatt,11-10-2023 08:14,13-10-2023 08:14,11-10-2023 09:14,12:06.8,Within SLA,41:02.1,Within SLA,,Other,Tier 2,Slovenia,Request
Closed,3298,Low,Email,Feature request,2nd line support,Michele Whyatt,11-10-2023 10:04,13-10-2023 10:04,11-10-2023 11:04,07:36.9,Within SLA,47:22.8,Within SLA,21:58.8,Ready to use Software,Tier 2,Austria,Change
Closed,3299,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,11-10-2023 08:09,13-10-2023 08:09,11-10-2023 09:09,25:58.1,Within SLA,41:09.6,SLA Violated,53:04.7,Custom software development,Tier 1,United Kingdom,Request
Closed,3300,Low,Chat,Pricing and licensing,1st line support,Nicola Wane,11-10-2023 17:24,12-10-2023 17:24,11-10-2023 17:26,26:27.9,Within SLA,26:57.7,Within SLA,14:30.3,Custom software development,Tier 1,Spain,Request
In progress,3301,High,Phone,Feature request,1st line support,Kristos Westoll,11-10-2023 01:12,13-10-2023 01:12,11-10-2023 01:14,14:12.7,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Germany,Change
Closed,3302,Low,Chat,Product setup,1st line support,Nicola Wane,11-10-2023 05:25,12-10-2023 05:25,11-10-2023 05:27,27:26.9,Within SLA,18:52.7,Within SLA,46:34.5,Custom software development,Tier 1,Italy,Request
Closed,3303,Medium,Chat,Pricing and licensing,1st line support,Connor Danielovitch,12-10-2023 15:08,13-10-2023 15:08,12-10-2023 15:10,08:55.3,Within SLA,27:09.7,Within SLA,35:34.5,Other,Tier 1,Poland,Request
Resolved,3304,Low,Chat,Other,2nd line support,Michele Whyatt,12-10-2023 04:25,13-10-2023 04:25,12-10-2023 04:27,26:47.4,Within SLA,55:18.3,Within SLA,,Training and Consulting Services,Tier 2,Republic of Ireland,Request
Resolved,3305,Low,Chat,Product setup,1st line support,Nicola Wane,12-10-2023 12:33,13-10-2023 12:33,12-10-2023 12:35,35:37.5,Within SLA,29:04.9,SLA Violated,,Ready to use Software,Tier 1,Poland,Request
Closed,3306,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,12-10-2023 15:03,14-10-2023 15:03,12-10-2023 16:03,27:47.0,Within SLA,11:07.1,Within SLA,22:54.3,Custom software development,Tier 1,Italy,Request
In progress,3307,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,12-10-2023 19:25,14-10-2023 19:25,12-10-2023 20:25,35:32.2,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Italy,Request
Closed,3308,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,12-10-2023 19:02,13-10-2023 19:02,12-10-2023 19:04,04:00.8,Within SLA,04:52.5,Within SLA,43:37.6,Custom software development,Tier 1,United Kingdom,Request
Closed,3309,Low,Email,Other,2nd line support,Adolpho Messingham,12-10-2023 12:47,14-10-2023 12:47,12-10-2023 13:47,10:13.9,Within SLA,09:27.0,Within SLA,48:40.7,Ready to use Software,Tier 2,Austria,Request
Closed,3310,Medium,Email,Product setup,1st line support,Nicola Wane,12-10-2023 18:46,14-10-2023 18:46,12-10-2023 19:46,31:01.0,Within SLA,24:20.5,Within SLA,42:43.3,Training and Consulting Services,Tier 1,Italy,Request
In progress,3311,Low,Chat,Product setup,1st line support,Bernard Beckley,13-10-2023 16:13,14-10-2023 16:13,13-10-2023 16:15,14:39.1,Within SLA,,SLA Violated,,Other,Tier 1,France,Request
Closed,3312,Low,Phone,Bug report,1st line support,Kristos Westoll,13-10-2023 22:23,15-10-2023 22:23,13-10-2023 22:25,24:01.2,Within SLA,41:25.0,Within SLA,03:00.5,Custom software development,Tier 1,Republic of Ireland,Incident
In progress,3313,Medium,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,13-10-2023 12:25,14-10-2023 12:25,13-10-2023 12:27,26:46.1,Within SLA,,SLA Violated,,Other,Tier 1,Bulgaria,Request
